0.000000 -69.695182 -45.962475 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997040 0.000000 0.000000 0.997040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.008465 -69.694910 -45.962203 0 1 0 0.008712 0.008712 -0.005041 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.016931 -69.694910 -45.962203 0 2 0 0.017424 0.017424 -0.010081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.025396 -69.694910 -45.962203 0 3 0 0.026136 0.026136 -0.015122 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.033861 -69.694910 -45.962203 0 4 0 0.034849 0.034849 -0.020163 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.042327 -69.694910 -45.962203 0 5 0 0.043561 0.043561 -0.025204 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.050792 -69.694910 -45.962203 0 6 0 0.052273 0.052273 -0.030244 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.059257 -69.694910 -45.962203 0 7 0 0.060985 0.060985 -0.035285 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.067723 -69.694910 -45.962203 0 8 0 0.069697 0.069697 -0.040326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.076188 -69.694910 -45.962203 0 9 0 0.078409 0.078409 -0.045366 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.997030 0.000000 0.000000 0.997030 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000040 0.000000 0.000000 0.000040 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
