0.000000 -69.538037 -27.128661 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.005858 -69.538037 -27.128661 0 1 0 0.008615 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.011716 -69.538037 -27.128661 0 2 0 0.017230 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.017574 -69.538037 -27.128661 0 3 0 0.025845 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.023431 -69.538037 -27.128661 0 4 0 0.034460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.029289 -69.538309 -27.128933 0 5 0 0.043075 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.035147 -69.538037 -27.128661 0 6 0 0.051690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.041005 -69.538309 -27.128933 0 7 0 0.060305 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.046863 -69.538581 -27.129205 0 8 0 0.068920 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
0.052721 -69.538309 -27.128933 0 9 0 0.077535 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.999140 0.000000 0.000000 0.999140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000000 0.000010 0.000070 0.000000 0.000000 0.000000 0.000000 0.000000
